annot_transcript_id logFC logCPM PValue annot_transcript_name adj_pval illumina_TPM_1 illumina_TPM_2 PacBio_K562_1 PacBio_K562_2
ENST00000430553.6 -8.73163898658051 7.58435641006106 2.11740575917607e-45 LDHA-206 7.64150564429054e-41 350 336 1 0
ENST00000556260.6 -8.83812576800836 7.69989446761291 2.2563700430744e-45 PPP2R5C-218 8.1430138484512e-41 408 339 0 1
ENST00000338970.10 5.93128668416679 10.2816861436565 2.33207601838993e-45 RPL14-201 8.41622914276742e-41 39 36 2618 1008
ENST00000542575.6 10.7386079789793 6.99295781230722 2.56421027638677e-45 SLC1A5-203 9.25397846645222e-41 0 0 224 142
ENST00000591776.5 -11.0705288919797 7.42789809347882 3.43308575871124e-45 NA 1.2389663194613e-40 314 300 0 0
ENST00000595090.5 6.16247929241511 8.53956643072968 3.75608808240805e-45 RUVBL2-206 1.35553462806024e-40 9 10 791 300
ENST00000320912.8 10.721279030776 6.97786643033649 3.80850946876971e-45 MRFAP1-201 1.3744529821843e-40 0 0 232 133
ENST00000445930.6 7.70847214880007 6.97470071753896 4.11764290056036e-45 PSMC6-201 1.48601614638323e-40 1 1 247 120
ENST00000380087.6 7.13516398992774 7.31167135287855 4.76518437894651e-45 RBBP7-203 1.71970739051801e-40 2 2 287 168
ENST00000642195.1 -11.0546718447714 7.41256214574308 4.87724016179698e-45 NA 1.76014720199091e-40 307 300 0 0
ENST00000571957.5 -8.68606384672965 7.53989031993893 5.30413764068509e-45 TXNDC17-204 1.91421023314684e-40 306 356 1 0
ENST00000269740.8 10.6906492692931 6.95036773664116 6.96505247157641e-45 SLC39A3-201 2.51361778646721e-40 0 0 242 120
ENST00000533238.5 -11.0325161812099 7.39052054061831 7.7215830240126e-45 NA 2.78664209753591e-40 268 327 0 0
ENST00000044462.11 6.69645712861603 7.43864071385011 8.55399505501242e-45 PSMA4-201 3.08705127540343e-40 3 3 364 146
ENST00000528164.1 -11.0261624431624 7.38430454853293 8.60571897844571e-45 NA 3.10571792213127e-40 262 330 0 0
ENST00000585809.5 10.6778409637863 6.93532897341125 9.32472258215852e-45 WDR18-202 3.36519913267519e-40 0 0 231 125
ENST00000394225.6 -11.0257590054545 7.38449084341238 9.44359997705064e-45 NA 3.4081007957178e-40 289 305 0 0
ENST00000547387.1 -11.0178597975245 7.37775869240049 1.04733191339615e-44 NA 3.77971614225537e-40 328 266 0 0
ENST00000493119.5 -11.0198856396926 7.37895128261769 1.06201061225736e-44 NA 3.83269009857557e-40 293 299 0 0
ENST00000371443.5 6.45312960579676 7.76191906378233 1.12403868947714e-44 MRPL41-201 4.05654322645406e-40 4 5 423 204
ENST00000373812.7 7.65401944296581 6.91662638813949 1.35390411168748e-44 YTHDF2-201 4.88610454866894e-40 1 1 224 125
ENST00000445517.1 -6.97370927799074 7.91890141932382 1.48578074415295e-44 PSMA2-204 5.36203412757357e-40 439 428 4 1
ENST00000548470.1 -7.11174463170645 8.07656659305969 2.00157843643437e-44 TUBA1C-203 7.22349641924798e-40 531 442 2 3
ENST00000613941.4 -10.9866389797574 7.34739301944498 2.02673215405823e-44 NA 7.31427367078076e-40 305 275 0 0
ENST00000632555.1 -10.9823824364632 7.34349860505727 2.33495862979923e-44 NA 8.42663219908245e-40 313 266 0 0
ENST00000615264.4 -10.9746289517982 7.33523746273312 2.55773711307266e-44 NA 9.23061746736792e-40 275 298 0 0
ENST00000219548.8 6.74558880676225 7.21404028487657 2.7770694936959e-44 STUB1-201 1.00221660957991e-39 3 2 205 202
ENST00000248553.6 6.46809740293637 7.61459355486269 2.91368698320952e-44 HSPB1-201 1.05152049537048e-39 3 5 404 169
ENST00000462885.1 10.6329483310087 6.91067956957625 3.0412198556023e-44 RPL18AP3-201 1.09754583368832e-39 0 0 310 62
ENST00000425206.5 -10.965823013603 7.32719439003146 3.09037381917719e-44 NA 1.11528500760286e-39 292 279 0 0
ENST00000380384.5 10.6259287808971 6.89584275879467 3.22011425080475e-44 RPS6-203 1.16210703197293e-39 0 0 276 84
ENST00000564546.6 5.80234714737931 10.4860303196719 3.50133066993847e-44 ALDOA-209 1.26359522547409e-39 41 53 2473 1510
ENST00000647529.1 -8.70537098766907 7.57150612664605 3.50930557286126e-44 BCAP31-213 1.2664732881899e-39 357 323 0 1
ENST00000485390.5 10.6194139539783 6.89439183461686 4.08981334930158e-44 RPS8-207 1.47597273962945e-39 0 0 296 69
ENST00000525681.5 -8.57292220859173 7.43183320288469 5.66987013925711e-44 EIF4G2-205 2.0461994345565e-39 319 296 1 0
ENST00000381401.10 5.79852839258874 9.05749441833036 5.99744715316976e-44 SLC25A6-201 2.16441870310744e-39 16 19 1120 432
ENST00000415762.6 10.5866853824446 6.8528590585664 6.64833557488048e-44 YDJC-203 2.39931782561862e-39 0 0 255 91
ENST00000333047.9 -8.56102329988542 7.42042111270641 7.06574080617343e-44 MAD2L1-202 2.54995519953993e-39 317 293 1 0
ENST00000600880.5 -10.918463317702 7.281243704424 8.43033425336701e-44 NA 3.04242332869762e-39 263 288 0 0
ENST00000436900.2 -10.9035370942081 7.26771933401663 1.17782691090883e-43 NA 4.25065953877886e-39 294 254 0 0
ENST00000496455.6 6.97053740301412 7.13850842366041 1.38259798994695e-43 GMPS-203 4.98965788591954e-39 2 2 216 177
ENST00000321265.9 5.7587743122201 9.01346368883928 1.44834952636272e-43 NUDC-201 5.22694860569043e-39 17 18 951 509
ENST00000300289.9 6.45793624673723 7.40090225203779 1.55918730146688e-43 PDIA3-201 5.62695105226382e-39 4 3 267 204
ENST00000310837.8 -8.51925007997117 7.38043985129491 1.70766491453039e-43 EIF1-201 6.16279191004872e-39 313 280 1 0
ENST00000487431.1 6.22805173379793 7.82850680525361 1.78857068421184e-43 RPL35-203 6.4547727422521e-39 5 6 511 165
ENST00000379060.8 -8.51680653794822 7.37783037717579 1.81491640618951e-43 TPT1-204 6.54985181829734e-39 300 291 1 0
ENST00000369721.8 -5.84753672299251 9.40114516553584 1.86444043826747e-43 ATP5PB-201 6.72857909766348e-39 1182 1264 21 11
ENST00000571702.1 6.96147131440036 7.15031733464345 1.97762811746576e-43 RPS7P1-201 7.13706211312219e-39 2 2 322 103
ENST00000537776.5 -10.873894773514 7.23839055986522 2.05464444752969e-43 NA 7.41500634668988e-39 252 282 0 0
ENST00000534536.5 -10.8688615544315 7.23383081938988 2.38569181311112e-43 NA 8.60972318433672e-39 262 271 0 0
ENST00000372621.8 10.5258937662187 6.77442612165844 2.64371326621262e-43 CTPS1-202 9.54089680643473e-39 0 0 181 131
ENST00000252725.10 6.2471070743246 7.70807902586008 2.91639819733747e-43 ARPC1B-201 1.05249894543712e-38 5 5 440 173
ENST00000555876.1 -10.8550891811051 7.22095845510117 3.08412318560468e-43 NA 1.11302921645287e-38 273 256 0 0
ENST00000491306.5 5.6660456963717 9.383003322484 3.66165633803353e-43 RPL37A-210 1.32145515583292e-38 23 25 1571 427
ENST00000345042.6 -6.53380700409129 7.9305864878453 4.56835756443545e-43 HSPD1-201 1.64867456142911e-38 460 414 7 0
ENST00000374214.3 -10.8374730301828 7.20323316289071 4.65170330087869e-43 NA 1.67875320425411e-38 237 283 0 0
ENST00000368258.7 -8.57823764602616 7.44893125322983 4.93038517941766e-43 CCT3-203 1.77932670740004e-38 320 302 0 1
ENST00000619352.4 -10.834463729348 7.20199634398289 5.08908553933173e-43 NA 1.83660008028943e-38 301 223 0 0
ENST00000314523.7 -7.00376483047156 7.64351009405441 6.90275778914255e-43 SUMO2-201 2.49113625852365e-38 383 331 4 0
ENST00000468715.1 6.26191538071976 7.5826224301988 6.95683818925401e-43 RPL7P9-201 2.51065333411988e-38 5 4 481 104
ENST00000412716.7 7.48280772689135 6.75364548908079 7.96530464251192e-43 DAZAP2-201 2.87459879243613e-38 1 1 232 88
ENST00000522855.5 -6.28653375974948 8.2017468745849 8.71092197028849e-43 SKP1-210 3.14368462985741e-38 527 528 7 3
ENST00000565723.1 -10.7966096571596 7.16423896600133 1.04055734764689e-42 NA 3.75526741192286e-38 237 269 0 0
ENST00000582475.1 -6.91826681999565 7.8893097844618 1.05006839798191e-42 SNRPD1-204 3.78959184147693e-38 432 416 2 3
ENST00000559519.5 -8.43165970850607 7.29617246200049 1.0766155701648e-42 PCLAF-207 3.88539793116774e-38 281 276 1 0
ENST00000215754.7 5.70305382728643 8.6975266775889 1.36008080921111e-42 MIF-201 4.90839563236198e-38 11 18 895 321
ENST00000531186.5 -10.7772699098561 7.14631016885831 1.60718848326223e-42 NA 5.80018251724507e-38 256 245 0 0
ENST00000612750.4 -10.7782103982775 7.14709847946263 1.62255543202959e-42 NA 5.85564029865158e-38 252 249 0 0
ENST00000498737.7 7.45158740877465 6.71862010624978 1.64745664686507e-42 NDUFA6-202 5.94550629287134e-38 0 2 206 101
ENST00000602871.6 -10.7705522843028 7.13999106038453 1.85391548965277e-42 NA 6.69059561060788e-38 259 240 0 0
ENST00000557943.5 6.42558154972504 7.16336126185458 2.21006562097333e-42 ETFA-203 7.97590581953066e-38 3 3 276 138
ENST00000258962.4 10.4420553632372 6.70171849228474 2.5821761816524e-42 SRSF1-201 9.31881562196535e-38 0 0 212 95
ENST00000226299.8 8.2579173846412 6.68896066849561 3.12860190153035e-42 LAP3-201 1.12908114024329e-37 0 1 200 101
ENST00000338825.4 6.41279574970868 7.15810697397275 3.14110049046037e-42 EIF4EBP1-201 1.13359175600224e-37 3 3 313 110
ENST00000409292.5 -8.37849467105971 7.24501410574921 3.1852548709243e-42 LSM5-202 1.14952663036787e-37 260 276 1 0
ENST00000396662.5 -10.7436674866964 7.11433200132399 3.30138541382777e-42 NA 1.1914369819963e-37 257 233 0 0
ENST00000265857.7 6.82026506384346 6.99661221817678 3.37012758138656e-42 GET4-201 1.2162453428466e-37 2 2 235 132
ENST00000443003.2 -7.20796886266248 7.46558727269941 3.79791981023822e-42 RPSA-202 1.37063128031687e-37 284 341 3 0
ENST00000265112.7 6.39569963734168 7.12894706727988 4.12787487048411e-42 TARS-201 1.48970876200901e-37 3 3 247 151
ENST00000397514.7 6.80899199754586 7.00337702053256 5.23647521008247e-42 UBE2I-203 1.88979153856666e-37 2 2 315 75
ENST00000602624.6 -10.7197313006139 7.09072396677169 5.46967082529559e-42 NA 1.97394950414093e-37 228 252 0 0
ENST00000264258.7 5.54857957992893 9.61132692468258 5.657301439635e-42 RPL31-201 2.04166351654987e-37 30 31 1797 526
ENST00000481733.1 -10.7148551312969 7.0866529317303 5.8352478957653e-42 NA 2.10588261310274e-37 248 232 0 0
ENST00000582736.1 -10.7134756257794 7.08476736045786 6.39516940511087e-42 NA 2.30795268661046e-37 228 250 0 0
ENST00000225698.8 5.52904829706807 9.24552682705476 6.65227103779632e-42 C1QBP-201 2.40073809483032e-37 23 25 1253 502
ENST00000464112.5 7.39919575095952 6.68049526313935 7.17170098056602e-42 RPL10A-202 2.58819516687647e-37 0 2 248 63
ENST00000460192.5 -10.7030181293721 7.07530335814442 8.05017375838287e-42 NA 2.90522720766279e-37 245 231 0 0
ENST00000530026.5 -10.7030181293721 7.07530335814442 8.05017375838287e-42 NA 2.90522720766279e-37 245 231 0 0
ENST00000543959.5 -7.58461249264919 7.31341947547996 9.80766658674263e-42 MRPL51-207 3.53948879448955e-37 271 291 2 0
ENST00000464845.5 6.4690662273702 6.95162046991974 1.00854608973829e-41 NAA10-208 3.63974198325651e-37 2 3 224 130
ENST00000530428.1 -10.6856985579496 7.05862285122367 1.04523013597484e-41 NA 3.77213103771961e-37 238 232 0 0
ENST00000339624.9 -6.04683512560149 8.21445294117147 1.06748237615985e-41 SERF2-202 3.85243714732327e-37 524 538 9 3
ENST00000330205.10 10.3844570058723 6.6437335564764 1.13691344564336e-41 SPATC1L-202 4.10300693398234e-37 0 0 204 91
ENST00000310118.8 6.25352193739707 7.20158953077275 1.14463332319449e-41 PSMD2-201 4.13086720007659e-37 4 3 260 158
ENST00000395633.5 6.34598359758845 7.08346496668834 1.18883172549819e-41 ATP5F1D-202 4.29037481415043e-37 3 3 259 132
ENST00000293861.7 10.3866622604213 6.64948567861865 1.19186749920243e-41 SNRNP25-201 4.30133061787166e-37 0 0 216 83
ENST00000471204.5 -8.30749260824407 7.1770305434412 1.39707071838921e-41 RPL22-205 5.04188851559483e-37 244 266 1 0
ENST00000330244.11 -10.6689480383549 7.04200669432781 1.53559223958312e-41 NA 5.54179883343153e-37 215 248 0 0
ENST00000258772.9 6.98571302221899 6.77257432435881 1.61621528974395e-41 DDX56-201 5.83275935915693e-37 2 1 198 116
ENST00000588750.5 -10.6667466815466 7.03940352878122 1.67462795985087e-41 NA 6.04356484430579e-37 198 263 0 0
ENST00000513345.5 -6.23833651764152 7.83555093287202 2.05301943671815e-41 HINT1-209 7.40914184517213e-37 368 442 7 1
ENST00000433329.1 -10.6534285681402 7.02754619383818 2.07010316959077e-41 NA 7.47079532873615e-37 225 234 0 0
ENST00000513177.5 -10.6501583645735 7.02443696522097 2.24622811235539e-41 NA 8.10641263467937e-37 225 233 0 0
ENST00000642050.1 6.22640525408486 7.18253719211091 2.25953397549502e-41 PPT1-219 8.15443216416397e-37 4 3 298 126
ENST00000527548.5 -10.6514512613647 7.02512055379101 2.26524351040912e-41 NA 8.17503730471546e-37 207 250 0 0
ENST00000620041.4 -6.53015812347166 7.7454180770389 2.41284132566679e-41 FTH1-212 8.70770306019888e-37 392 372 4 2
ENST00000399523.5 -7.61664699545529 7.36810491184588 3.03610401646826e-41 UFD1-202 1.09569957850323e-36 312 274 0 2
ENST00000379804.1 -8.2647116480958 7.13682472961822 3.53391590154682e-41 PDHA1-202 1.27535490970923e-36 261 236 1 0
ENST00000327044.6 6.27748229538858 6.99488194758975 4.20644854571166e-41 NOC2L-201 1.51806521566188e-36 3 3 156 188
ENST00000512561.5 -7.16277731108779 7.44627780877977 5.0420920318321e-41 AK6-204 1.81964059336789e-36 315 303 1 2
ENST00000381140.8 6.39241616965276 6.87822622846491 5.42115980836365e-41 GTF3A-201 1.95644236324036e-36 3 2 234 108
ENST00000392841.1 -10.6075060588971 6.98302478939251 5.82761496569883e-41 NA 2.10312796497105e-36 197 246 0 0
ENST00000402285.7 -8.34696844014862 7.22604674179571 6.28979522155199e-41 RPS27A-202 2.2699241975059e-36 238 289 0 1
ENST00000602300.5 -10.6041012536395 6.9810204403578 6.43711464555328e-41 NA 2.32309030443372e-36 236 209 0 0
ENST00000373316.4 5.42815610489321 9.76778937357524 6.48261361686057e-41 PGK1-201 2.33951042818881e-36 37 37 1636 824
ENST00000392367.4 -8.34248386121727 7.22226927643856 6.66862376655482e-41 RAN-201 2.40663963111197e-36 258 269 0 1
ENST00000281456.10 6.67171318968298 6.8478870749118 7.95047414927344e-41 SLC25A4-201 2.86924661573129e-36 2 2 212 119
ENST00000593264.5 -10.5926420806492 6.96864341503709 8.03160240022191e-41 NA 2.89852499021609e-36 189 249 0 0
ENST00000525428.5 5.96838335082796 7.42986971733515 9.32555361214454e-41 CLNS1A-204 3.36549904308684e-36 5 5 354 148
ENST00000625619.1 -10.5839583507089 6.96145271091392 9.44730733266826e-41 NA 3.40943874328665e-36 222 216 0 0
ENST00000264639.8 6.65414705821912 6.82111881739192 9.57886373302364e-41 PSMD3-201 3.4569161326109e-36 2 2 174 142
ENST00000271308.8 5.6950362201033 7.92290071939299 1.05330533886351e-40 PSMA5-201 3.80127363742451e-36 8 9 574 153
ENST00000500728.3 10.292149976104 6.54563690167715 1.41292012550312e-40 LRPAP1-202 5.09908744092822e-36 0 0 176 96
ENST00000357348.9 6.63816413584688 6.81064216810047 1.51261514675751e-40 RTF2-202 5.45887680313318e-36 2 2 193 126
ENST00000426677.6 10.2823958299453 6.51494805352791 1.51787546308794e-40 TOMM40-203 5.47786075873806e-36 0 0 114 138
ENST00000569046.1 -7.55213102064236 7.29459745695682 1.52495892853723e-40 HMGB1P6-201 5.50342427719802e-36 296 260 1 1
ENST00000284719.7 5.69820666217082 7.7290646729047 1.82288973046077e-40 OLA1-201 6.57862674825986e-36 8 7 350 240
ENST00000215375.6 10.2735602830034 6.52291648772113 2.26218520777905e-40 ATP5F1D-201 8.16400019635383e-36 0 0 162 103
ENST00000383045.7 10.2664824978809 6.50566206909562 2.31109714452381e-40 SEPT5-201 8.34051848487196e-36 0 0 132 123
ENST00000411926.1 -10.5376129554571 6.91674776864298 2.52420605544457e-40 NA 9.10960723349393e-36 200 223 0 0
ENST00000510019.5 -10.5337983801129 6.91316219952641 2.75061778998547e-40 NA 9.92670454227857e-36 201 221 0 0
ENST00000274242.9 5.35428327511361 9.37475132165308 2.99564325665093e-40 RPL37-201 1.08109769489275e-35 28 31 1554 423
ENST00000367274.9 -10.5201081179978 6.90054968946713 3.4842147651904e-40 NA 1.25741826660956e-35 212 207 0 0
ENST00000619898.4 10.2547586400326 6.50330007711044 3.74780356169541e-40 SPCS1-206 1.35254482738026e-35 0 0 158 103
ENST00000424325.6 10.2503069646977 6.51802078387903 4.23837213928383e-40 RPL10-204 1.52958612134614e-35 0 0 214 63
ENST00000453744.6 5.94574993355367 7.25780647461826 4.27312857490123e-40 UBE2D3-210 1.5421293713961e-35 4 5 305 138
ENST00000338961.10 10.2459142228667 6.48199283064751 4.39106107014531e-40 PTGES2-202 1.58469002960474e-35 0 0 122 127
ENST00000322776.10 5.60232008848949 7.90694917117331 5.1281236262568e-40 NDUFV1-201 1.85068853547982e-35 8 10 485 208
ENST00000323701.10 7.23366232118451 6.50053239980864 5.13377557522387e-40 USP39-201 1.85272826734254e-35 0 2 178 86
ENST00000407627.6 6.58275914002094 6.74525757411117 6.24949017971795e-40 ELAVL1-201 2.25537851095841e-35 2 2 150 146
ENST00000489537.5 -10.4869697149498 6.8692147790731 6.84456906366325e-40 NA 2.47013652938543e-35 214 196 0 0
ENST00000286371.7 5.4306393149332 8.25681352070352 6.87125785080089e-40 ATP1B3-201 2.47976824577553e-35 15 11 562 301
ENST00000252711.6 7.21765496813071 6.48027260469948 7.21927299296897e-40 NDUFA10-201 2.60536343043257e-35 1 1 170 89
ENST00000331573.7 7.2207183178553 6.48735356233031 7.66168378930123e-40 PSMG1-201 2.76502506272092e-35 1 1 182 81
ENST00000504789.5 -10.4798667296207 6.86199652782739 8.19714247900423e-40 NA 2.95826674924784e-35 200 207 0 0
ENST00000313511.7 5.29721026078896 9.60204928917276 8.37833939284288e-40 TUFM-201 3.02365890348307e-35 34 38 1438 745
ENST00000220166.9 10.2178914195808 6.46684408097509 9.09027183731043e-40 CTSH-201 3.28058820336696e-35 0 0 156 99
ENST00000495596.5 10.2249949937712 6.49584948544857 9.75970636563081e-40 ATP5MC2-203 3.5221804302925e-35 0 0 220 55
ENST00000341423.9 5.67026634911203 7.5177150692012 1.02326732015658e-39 HMGB1-203 3.69286943171307e-35 7 6 459 97
ENST00000422447.7 5.36794244267317 10.7268054069177 1.02493316513653e-39 LDHA-205 3.69888129966123e-35 79 71 3468 1405
ENST00000504227.5 -10.4680274888523 6.85180623684374 1.08621569181016e-39 NA 3.92004381017369e-35 229 177 0 0
ENST00000264933.8 10.2064098636245 6.45893864024842 1.2019266269332e-39 PDCD6-201 4.33763300393921e-35 0 0 165 91
ENST00000342669.7 5.31149538898907 8.80396142072649 1.28242793353793e-39 SNRPD2-201 4.62815416934502e-35 22 19 1018 303
ENST00000425762.2 -6.14002681073767 7.56549077680752 1.33759001221996e-39 PSMB5-203 4.8272285951006e-35 344 326 6 1
ENST00000641688.2 6.03019378297182 6.98727826740435 1.35339260867088e-39 GYPA-213 4.88425858543233e-35 3 4 250 117
ENST00000643233.1 -10.4530678922292 6.83718672123418 1.36490973423841e-39 NA 4.92582273989299e-35 216 185 0 0
ENST00000378756.7 10.1964474039913 6.41963473061955 1.45152288871379e-39 ATAD3A-203 5.23840095307918e-35 0 0 85 146
ENST00000250559.13 10.1975035590724 6.44455652199233 1.50772653603849e-39 RAP1B-201 5.44123429590931e-35 0 0 149 101
ENST00000581230.5 -7.00299572753525 7.29392842328383 1.52950175737149e-39 DDX5-215 5.51981889217798e-35 306 249 1 2
ENST00000541231.1 -10.4457250335196 6.82926559870226 1.63001944182024e-39 NA 5.88257716358507e-35 189 208 0 0
ENST00000409804.5 -10.4464097416937 6.83077815171019 1.66195034987754e-39 NA 5.99781261767306e-35 213 186 0 0
ENST00000645377.1 -10.4464097416937 6.83077815171019 1.66195034987754e-39 NA 5.99781261767306e-35 213 186 0 0
ENST00000598742.5 5.35519010181027 10.8596521982178 1.67788281191653e-39 RPS19-206 6.05531127992557e-35 76 89 4180 1294
ENST00000253099.10 10.1976407946781 6.46039669647068 1.72353218407443e-39 MRPL4-201 6.22005529910622e-35 0 0 193 70
ENST00000647543.1 -10.4328712205856 6.81680302049856 2.1950944184275e-39 NA 7.921876246663e-35 181 212 0 0
ENST00000468812.5 5.34429280611055 10.9677040422668 2.69563200414495e-39 PPIA-204 9.72826633975872e-35 93 87 4064 1680
ENST00000539986.6 5.58626248618779 7.53135057590032 2.89505912632352e-39 HMBS-211 1.04479788809889e-34 6 8 372 162
ENST00000438704.6 -5.89997985279448 7.82106054291227 3.17285806981503e-39 HMGB2-202 1.14505274881555e-34 444 361 8 2
ENST00000470017.1 -5.89742007277449 7.81837166329423 3.29365378690259e-39 PRDX6-203 1.18864671515528e-34 424 378 8 2
ENST00000523966.5 -10.4161243570959 6.8011321462467 3.44583899649023e-39 NA 1.24356883544336e-34 186 203 0 0
ENST00000649032.1 -10.4120540030089 6.79779963629161 3.87779808631354e-39 NA 1.39945855136969e-34 200 189 0 0
ENST00000338128.12 10.1584600524331 6.39575539899271 4.10977722694293e-39 ISYNA1-201 1.48317750343143e-34 0 0 120 116
ENST00000605895.5 6.77427096777014 6.57030499151507 4.17683592719123e-39 RER1-209 1.50737831776404e-34 1 2 193 85
